urn,local_authority,school,postcode,easting,northing,lsoa,type,phase,no2_avg_2013,above_40_2013,no2_avg_2016,above_40_2016
100344,Hammersmith and Fulham,All Saints CofE Primary School,SW6 6ED,524167,176390,E01001915,Voluntary aided school,Primary,39.7,No,39,No
100345,Hammersmith and Fulham,Holy Cross RC School,SW6 4BL,525175,176754,E01001922,Voluntary aided school,Primary,37.8,No,38.4,No
100346,Hammersmith and Fulham,John Betts Primary School,W6 0UA,522568,179018,E01001928,Voluntary aided school,Primary,39.9,No,39.9,No
100347,Hammersmith and Fulham,St Augustine's RC Primary School,W6 8QE,524414,177667,E01001886,Voluntary aided school,Primary,39.8,No,39.8,No
100349,Hammersmith and Fulham,St Johns Walham Green Church of England Primary School,SW6 6AS,524468,176864,E01001903,Voluntary aided school,Primary,39.3,No,39.2,No
100350,Hammersmith and Fulham,St Mary's Catholic Primary School,W14 0LT,523932,179282,E01001851,Voluntary aided school,Primary,38.7,No,39.6,No
100351,Hammersmith and Fulham,St Paul's CofE Primary School,W6 9BP,523176,178344,E01001893,Voluntary aided school,Primary,64.7,Yes,54.9,Yes
100352,Hammersmith and Fulham,St Peter's Primary School,W6 9BA,522274,178492,E01001933,Voluntary aided school,Primary,49.0,Yes,45.3,Yes
100353,Hammersmith and Fulham,St Stephen's CofE Primary School,W12 8LH,523106,180001,E01001941,Voluntary aided school,Primary,45.6,Yes,42.1,Yes
100354,Hammersmith and Fulham,Good Shepherd RC Primary School,W12 9BY,521890,179649,E01001865,Voluntary aided school,Primary,37.8,No,38.5,No
100355,Hammersmith and Fulham,St John XXIII Catholic Primary School,W12 7QT,522736,180735,E01001961,Voluntary aided school,Primary,40.5,Yes,39.9,No
100357,Hammersmith and Fulham,St Thomas of Canterbury Catholic Primary School,SW6 7HB,524581,177345,E01001882,Voluntary aided school,Primary,40.7,Yes,39.6,No
100366,Hammersmith and Fulham,St Paul's Girls' School,W6 7BS,523743,178859,E01001869,Other independent school,Not applicable,39.6,No,39.8,No
100368,Hammersmith and Fulham,Bute House Preparatory School,W6 7EA,523536,178930,E01001869,Other independent school,Not applicable,44.9,Yes,41.7,Yes
100369,Hammersmith and Fulham,The Godolphin and Latymer School,W6 0PG,522972,178861,E01001897,Other independent school,Not applicable,41.6,Yes,40.8,Yes
100370,Hammersmith and Fulham,Latymer Upper School,W6 9LR,522457,178593,E01001932,Other independent school,Not applicable,45.2,Yes,42.8,Yes
100371,Hammersmith and Fulham,Ecole Francaise de Londres Jacques Prevert,W6 7BE,523811,178942,E01001869,Other independent school,Not applicable,39.2,No,39.8,No
100372,Hammersmith and Fulham,Evergreen Primary School,SW6 4QT,525016,176786,E01001950,Other independent school,Not applicable,39.6,No,39.5,No
100373,Hammersmith and Fulham,Ravenscourt Park Preparatory School,W6 0SL,522386,178711,E01001932,Other independent school,Not applicable,42.0,Yes,40.8,Yes
100374,Hammersmith and Fulham,Sinclair House School,SW6 6DA,524356,176938,E01001905,Other independent school,Not applicable,39.1,No,39,No
100375,Hammersmith and Fulham,L'Ecole des Petits School,SW6 2NB,525738,176341,E01001937,Other independent school,Not applicable,42.4,Yes,41,Yes
100376,Hammersmith and Fulham,Le Herisson School,W6 9JT,522559,178561,E01001894,Other independent school,Not applicable,48.4,Yes,44.6,Yes
100378,Hammersmith and Fulham,Queensmill School,W12 0NW,522062,180146,E01001956,Community special school,Not applicable,45.2,Yes,41.8,Yes
100379,Hammersmith and Fulham,Woodlane High School,W12 0TN,522820,181248,E01001874,Community special school,Not applicable,42.7,Yes,42,Yes
100381,Hammersmith and Fulham,Jack Tizard School,W12 7PA,522684,180419,E01001946,Community special school,Not applicable,40.9,Yes,39.9,No
100382,Hammersmith and Fulham,Cambridge School,W12 0SP,522474,180669,E01001955,Community special school,Not applicable,41.0,Yes,39.9,No
100384,Islington,Margaret McMillan Nursery School,N19 3SF,529985,187573,E01002758,Local authority nursery school,Nursery,39.7,No,39.7,No
100385,Islington,Kate Greenaway Nursery School and Children's Centre,N1 0UH,530441,183608,E01002710,Local authority nursery school,Nursery,48.1,Yes,46.2,Yes
100386,Islington,North Islington Nursery School,N4 3RB,530859,186986,E01002805,Local authority nursery school,Nursery,37.4,No,38.7,No
100388,Islington,New River College Primary,N1 0HN,531240,183798,E01002696,Pupil referral unit,Not applicable,41.1,Yes,42.4,Yes
100391,Islington,New River College Secondary,N7 8RH,531064,184788,E01033488,Pupil referral unit,Not applicable,38.8,No,40.4,Yes
100397,Islington,Ambler Primary School and Children's Centre,N4 2DR,531678,186560,E01002747,Community school,Primary,42.6,Yes,41.7,Yes
100401,Islington,Copenhagen Primary School,N1 0WF,530584,183537,E01002710,Community school,Primary,46.0,Yes,44.4,Yes
100402,Islington,Drayton Park Primary School,N5 1PJ,531433,185329,E01002739,Community school,Primary,40.3,Yes,41.2,Yes
100403,Islington,Duncombe Primary School,N19 4JA,530146,187006,E01002804,Community school,Primary,41.5,Yes,40.6,Yes
100405,Islington,Gillespie Primary School,N5 1LH,531802,186280,E01002749,Community school,Primary,43.0,Yes,42.3,Yes
100406,Islington,Grafton Primary School,N7 6AR,530483,186145,E01002731,Community school,Primary,46.9,Yes,44.6,Yes
100407,Islington,Hanover Primary School,N1 8BD,531982,183273,E01002802,Community school,Primary,42.3,Yes,44,Yes
100408,Islington,Hargrave Park Primary School,N19 5BS,529016,186684,E01002773,Community school,Primary,40.0,Yes,39.9,No
100411,Islington,Laycock Primary School,N1 1SW,531535,184551,E01002795,Community school,Primary,44.6,Yes,43.9,Yes
100415,Islington,Moreland Primary School,EC1V 8BB,531942,182766,E01002707,Community school,Primary,46.4,Yes,46.2,Yes
100418,Islington,Pakeman Primary School,N7 6DU,530838,186121,E01002730,Community school,Primary,44.6,Yes,43,Yes
100422,Islington,Robert Blair School,N7 9QJ,530342,184544,E01002708,Community school,Primary,40.7,Yes,41.6,Yes
100425,Islington,Thornhill Primary School,N1 1HX,531173,184131,E01002699,Community school,Primary,40.1,Yes,41.6,Yes
100426,Islington,Vittoria Primary School,N1 0TJ,530952,183516,E01002694,Community school,Primary,43.5,Yes,43.7,Yes
100428,Islington,Winton Primary School,N1 9AZ,530634,183172,E01002711,Community school,Primary,49.7,Yes,46.6,Yes
100429,Islington,Yerbury Primary School,N19 4RR,529695,186359,E01002769,Community school,Primary,37.3,No,38.4,No
100430,Islington,Tufnell Park Primary School,N7 0HJ,529772,185609,E01002784,Community school,Primary,36.6,No,38.7,No
100431,Islington,Highbury Quadrant Primary School,N5 2DP,532387,185620,E01002781,Community school,Primary,40.3,Yes,41,Yes
100432,Islington,Ashmount Primary School,N8 9EG,530090,187755,E01002755,Community school,Primary,35.9,No,37.5,No
100434,Islington,Prior Weston Primary School and Children's Centre,EC1Y 8JA,532376,182029,E01002704,Community school,Primary,45.5,Yes,47.5,Yes
100437,Islington,Sacred Heart Catholic Primary School,N7 8JN,530896,185179,E01033488,Voluntary aided school,Primary,39.3,No,40.4,Yes
100438,Islington,St John Evangelist RC Primary School,N1 8BL,531600,183377,E01002801,Voluntary aided school,Primary,55.0,Yes,48.2,Yes
100439,Islington,St John's Upper Holloway CofE Primary School,N19 5RR,529508,186512,E01002774,Voluntary aided school,Primary,41.0,Yes,40.7,Yes
100440,Islington,St John's Highbury Vale CofE Primary School,N5 1DL,531758,186077,E01002749,Voluntary aided school,Primary,38.1,No,39,No
100441,Islington,St Joseph's Catholic Primary School,N19 5NE,528892,187162,E01002770,Voluntary aided school,Primary,42.7,Yes,41.4,Yes
100442,Islington,St Jude and St Paul's CofE Primary School,N1 4AZ,533263,184936,E01002778,Voluntary aided school,Primary,43.4,Yes,42.4,Yes
100443,Islington,St Luke's CofE Primary School,EC1V 3SJ,532463,182576,E01002701,Voluntary aided school,Primary,45.3,Yes,45.5,Yes
100444,Islington,St Mark's CofE Primary School,N19 4JF,530342,186726,E01002808,Voluntary aided school,Primary,39.1,No,39.7,No
100446,Islington,St Mary's CofE Primary School,N1 2EP,531845,184012,E01002793,Voluntary aided school,Primary,45.3,Yes,44.8,Yes
100447,Islington,St Peter and St Paul RC Primary School,EC1V 0EU,531847,182367,E01002703,Voluntary aided school,Primary,46.6,Yes,46.7,Yes
100448,Islington,St Andrew's (Barnsbury) Church of England Primary School,N1 0LB,530855,183827,E01002714,Voluntary aided school,Primary,43.7,Yes,43.8,Yes
100449,Islington,St Joan of Arc RC Primary School,N5 2UX,532024,185906,E01002742,Voluntary aided school,Primary,40.1,Yes,40.5,Yes
100450,Islington,Christ The King RC Primary School,N4 3QW,530746,186961,E01002805,Voluntary aided school,Primary,37.1,No,38.5,No
100451,Islington,Blessed Sacrament RC Primary School,N1 0UF,530554,183629,E01002710,Voluntary aided school,Primary,44.9,Yes,44,Yes
100453,Islington,Holloway School,N7 0JG,529750,185518,E01002784,Community school,Secondary,36.9,No,38.9,No
100455,Islington,Highbury Fields School,N5 1AR,531721,185476,E01002745,Community school,Secondary,37.3,No,39.1,No
100457,Islington,Elizabeth Garrett Anderson School,N1 9QG,531007,183248,E01002697,Community school,Secondary,46.0,Yes,44.8,Yes
100458,Islington,Central Foundation Boys' School,EC2A 4SH,532888,182441,E01002704,Voluntary aided school,Secondary,61.0,Yes,54.7,Yes
100459,Islington,St Aloysius RC College,N6 5LY,529090,187296,E01002770,Voluntary aided school,Secondary,42.4,Yes,41.6,Yes
100461,Islington,Italia Conti Academy of Theatre Arts,EC1M 7AJ,532064,182084,E01033490,Other independent school,Not applicable,53.2,Yes,50.3,Yes
100462,Islington,Dallington School,EC1V 0BW,531874,182346,E01033489,Other independent school,Not applicable,47.3,Yes,47,Yes
100463,City of London,Charterhouse Square School,EC1M 6EA,531998,181875,E01032740,Other independent school,Not applicable,52.5,Yes,50.9,Yes
100467,Islington,Richard Cloudesley School,N1 8RE,531979,183618,E01002800,Community special school,Not applicable,42.3,Yes,43.5,Yes
100469,Islington,Samuel Rhodes MLD School,N5 2EG,531990,185060,E01002738,Community special school,Not applicable,44.0,Yes,43.6,Yes
100472,Kensington and Chelsea,Golborne Children's Centre,W10 5TN,524508,181712,E01002855,Local authority nursery school,Nursery,41.9,Yes,42,Yes
100473,Kensington and Chelsea,St Anne's & Avondale Park Nursery School,W11 4EE,524052,180593,E01002870,Local authority nursery school,Nursery,39.2,No,40.2,Yes
100474,Kensington and Chelsea,Chelsea Open Air Nursery School,SW3 5JE,527203,177835,E01002844,Local authority nursery school,Nursery,43.3,Yes,42.9,Yes
100475,Kensington and Chelsea,Maxilla Nursery School,W10 5TN,524578,181680,E01002855,Local authority nursery school,Nursery,44.0,Yes,43.4,Yes
100477,Kensington and Chelsea,Ashburnham Community School,SW10 0DT,526554,177396,E01002840,Community school,Primary,52.1,Yes,46.8,Yes
100478,Kensington and Chelsea,Barlby Primary School,W10 6BH,523831,181997,E01002905,Community school,Primary,41.3,Yes,41,Yes
100479,Kensington and Chelsea,Bevington Primary School,W10 5TW,524414,181794,E01002855,Community school,Primary,40.0,No,40.5,Yes
100480,Kensington and Chelsea,Bousfield Primary School,SW5 0DJ,526029,178368,E01002898,Community school,Primary,44.3,Yes,42.7,Yes
100481,Kensington and Chelsea,Colville Primary School,W11 2DF,524779,181067,E01002832,Community school,Primary,43.8,Yes,43.2,Yes
100482,Kensington and Chelsea,Fox Primary School,W8 7PP,525233,180251,E01002827,Community school,Primary,45.0,Yes,44.1,Yes
100483,Kensington and Chelsea,Marlborough Primary School,SW3 3AP,527415,178681,E01002858,Community school,Primary,44.7,Yes,44.7,Yes
100485,Kensington and Chelsea,Oxford Gardens Primary School,W10 6NF,523676,181272,E01002878,Community school,Primary,45.2,Yes,44.1,Yes
100486,Kensington and Chelsea,Park Walk Primary School,SW10 0AY,526612,177707,E01002912,Community school,Primary,46.9,Yes,45.4,Yes
100487,Kensington and Chelsea,Avondale Park Primary School,W11 4EE,524052,180593,E01002870,Community school,Primary,39.2,No,40.2,Yes
100488,Kensington and Chelsea,Thomas Jones Primary School,W11 1RQ,524214,181162,E01002874,Community school,Primary,43.2,Yes,42.5,Yes
100489,Kensington and Chelsea,Christ Church CofE Primary School,SW3 4AA,527556,177871,E01002899,Voluntary aided school,Primary,41.9,Yes,42.6,Yes
100490,Kensington and Chelsea,Holy Trinity CofE Primary School,SW1X 9DE,528059,178778,E01002859,Voluntary aided school,Primary,54.0,Yes,49.2,Yes
100491,Kensington and Chelsea,Oratory Roman Catholic Primary School,SW3 6QH,527141,178427,E01002823,Voluntary aided school,Primary,44.0,Yes,42.9,Yes
100492,Kensington and Chelsea,St Thomas' CofE Primary School,W10 5EF,524351,182075,E01002857,Voluntary aided school,Primary,43.4,Yes,42.6,Yes
100493,Kensington and Chelsea,St Barnabas and St Philip's CofE Primary School,W8 6EJ,525153,179172,E01002817,Voluntary aided school,Primary,44.6,Yes,42.4,Yes
100494,Kensington and Chelsea,Saint Francis of Assisi Catholic Primary School,W11 4BJ,523827,180762,E01002870,Voluntary aided school,Primary,43.9,Yes,42.4,Yes
100495,Kensington and Chelsea,St Clement and St James CofE Primary School,W11 4PG,524226,180422,E01002872,Voluntary aided school,Primary,39.0,No,40.2,Yes
100496,Kensington and Chelsea,St Joseph's Catholic Primary School,SW3 2QT,527685,178707,E01002860,Voluntary aided school,Primary,43.8,Yes,44.1,Yes
100497,Kensington and Chelsea,St Mary Abbots CofE Primary School,W8 4SP,525573,179680,E01002826,Voluntary aided school,Primary,55.4,Yes,49.9,Yes
100498,Kensington and Chelsea,St Cuthbert with St Matthias CofE Primary School,SW5 9UE,525509,178268,E01002846,Voluntary aided school,Primary,52.4,Yes,46.4,Yes
100499,Kensington and Chelsea,Saint Mary's Catholic Primary School,W10 5AW,524221,182203,E01002852,Voluntary aided school,Primary,41.6,Yes,41.7,Yes
100500,Kensington and Chelsea,Servite RC Primary School,SW10 9NA,526204,177810,E01002896,Voluntary aided school,Primary,52.0,Yes,46.1,Yes
100502,Kensington and Chelsea,Saint Thomas More Language College,SW3 2QS,527685,178707,E01002861,Voluntary aided school,Secondary,43.8,Yes,44.1,Yes
100503,Kensington and Chelsea,All Saints Catholic College,W10 6EL,523952,181650,E01002905,Voluntary aided school,Secondary,39.8,No,40.3,Yes
100504,Kensington and Chelsea,Our Lady of Victories RC Primary School,SW7 5AQ,526486,178667,E01002835,Voluntary aided school,Primary,49.6,Yes,46.3,Yes
100505,Kensington and Chelsea,St Charles Catholic Primary School,W10 6EB,523928,181778,E01002905,Voluntary aided school,Primary,38.6,No,39.5,No
100507,Kensington and Chelsea,Redcliffe School,SW10 9JH,526010,177915,E01002896,Other independent school,Not applicable,48.4,Yes,44.3,Yes
100508,Kensington and Chelsea,Glendower Preparatory School,SW7 5JX,526502,178797,E01002835,Other independent school,Not applicable,53.8,Yes,47.6,Yes
100509,Hammersmith and Fulham,Kensington Prep School,SW6 5PA,524946,176910,E01001950,Other independent school,Not applicable,41.7,Yes,40.9,Yes
100510,Kensington and Chelsea,Norland Place School,W11 4UH,524211,180097,E01002873,Other independent school,Not applicable,48.5,Yes,45.9,Yes
100511,Kensington and Chelsea,Queen's Gate School,SW7 5LE,526555,178883,E01002820,Other independent school,Not applicable,61.7,Yes,50.4,Yes
100513,Kensington and Chelsea,Bassett House School,W10 6JP,523767,181435,E01002909,Other independent school,Not applicable,44.8,Yes,43.5,Yes
100514,Kensington and Chelsea,Sussex House School,SW1X 0EA,527728,178892,E01002859,Other independent school,Not applicable,42.9,Yes,43.4,Yes
100516,Kensington and Chelsea,St Philip's School,SW7 4NE,526259,178659,E01002836,Other independent school,Not applicable,44.9,Yes,43.3,Yes
100518,Kensington and Chelsea,Hill House International Junior School,SW1X 0EP,527797,179194,E01002818,Other independent school,Not applicable,54.6,Yes,48.6,Yes
100519,Kensington and Chelsea,Wetherby School,W2 4ED,525308,180690,E01002885,Other independent school,Not applicable,42.0,Yes,42.7,Yes
100520,Kensington and Chelsea,Falkner House,SW7 4QB,526362,178482,E01002837,Other independent school,Not applicable,45.3,Yes,44.2,Yes
100521,Kensington and Chelsea,More House School,SW1X 0AA,527841,179203,E01002818,Other independent school,Not applicable,55.4,Yes,49.1,Yes
100522,Kensington and Chelsea,Garden House School,SW3 4TW,527991,178367,E01002902,Other independent school,Not applicable,49.2,Yes,46.2,Yes
100523,Hounslow,Falcons Pre Preparatory School for Boys,W4 3DT,519997,177937,E01002576,Other independent school,Not applicable,48.0,Yes,44.3,Yes
100527,Hammersmith and Fulham,St James Senior Girls' School,W14 8SH,524403,178848,E01001866,Other independent school,Not applicable,47.7,Yes,43.6,Yes
100529,Lambeth,DLD College London,SE1 7FX,530862,179609,E01003013,Other independent school,Not applicable,68.5,Yes,58.3,Yes
100530,Wandsworth,Thomas's Battersea,SW11 3JB,526893,176621,E01004581,Other independent school,Not applicable,40.1,Yes,40.4,Yes
100531,Kensington and Chelsea,Pembridge Hall School,W2 4EH,525458,180723,E01002885,Other independent school,Not applicable,41.0,Yes,42.2,Yes
